date,title,tags,description,author
Tuesday 21 July,Introduction to Baserock,"system-administration,open-source,python,DevOps,unix,linux,docker","The Baserock project is about creating system images from source code in a clean, reproducible way. All of the tooling is written in Python.,In this talk I’ll explain a bit about the core idea of Baserock: declarative system definitions (expressed in YAML) that can be built and deployed in various ways.,Then I’ll go into more detail about the tools available, and some of the cool things that they can do: distributed building, atomic system updates, creating custom container images, and more.,Find out more about the Baserock project at http://www.baserock.org/",Sam Thursfield
Wednesday 22 July,Incorporando administrado repositorios de información para generar documentación on-demand,"management,knowledge,workflow,process,documentation,DevOps,teams,automation","Generar  documentación de forma dinámica es relevante para los ingenieros de software porque ellos interactúan con la data en el  mismo donde está localizada.  Es también relevante para los clientes porque la documentación se puede presentar en un formato organizado y claro.  En esta presentación, hablaremos de cómo usar un proceso unificado para generar dinámicamente la documentación de diversas fuentes de data incluyendo los wikis y los sistemas de rastreo de incidencias.  ,Idealmente, nosotros como ingenieros deberíamos interactuar  solamente con una Fuente de información que nos dara como resultado una  documentación vigente y correspondiente al estado actual de un sistema.  En el Presente, el cliente recibe documentos incompletos y sin actualización dando una incorrecta impresión del estado vigente de un Sistema.  Usando un proceso unificado para generar documentación de solo una Fuente de data permite presentar al cliente lo que se merece: artefactos actualizados y completos dando el real y mas reciente estado de un Sistema.  El resto de esta presentación se enfocara en cómo lograr este Sistema.",Todd Waits
Friday 24 July,Import Deep Dive,"import,core","Whatever you need to do with Python, you can probably import a library for it. But what exactly happens when you use that import statement? How does a source file that you’ve installed or written become a Python module
object, providing functions or classes for you to play with?,While the import mechanism is relatively well-documented in the reference and dozens of PEPs, sometimes even Python veterans are caught by surprise. And some details are little-known: did you know you can import from zip archives? Write CPython modules in C, or even a dialect of Lisp? Or import from URLs (which might not be a good idea)?,This talk explains exactly what can happen when you use the import statement – from the mundane machinery of searching PYTHONPATH through subtle details of packages and import loops, to deep internals of custom importers and C extension loading.",Petr Viktorin
Tuesday 21 July,Get native with Cython,"python,Cython,ipython,c++","Cython, is not only an excellent and widely used tool to speed up computational Python code, it’s also a very comfortable way to talk to native code and libraries. The Cython compiler translates Python code to C or C++ code, and supports static type annotations to allow direct use of C/C++ data types and functions. The tight integration of all three languages makes it possible to freely mix Python features like generators and comprehensions with C/C++ features like native data types, pointer arithmetic or manually tuned memory management in the same code.,This talk by a core developer introduces the Cython compiler by interactive code examples and presents recent enhancements in the language that continue to make Cython the best choice for the development of fast and portable Python extensions.,Update:, Examples used in presentation as ,IPython/Jupyter, or ,HTML",Stefan Behnel
Tuesday 21 July,Functional Python with Mochi,"Programming,functional","Slides,While Python supports procedural, object-oriented, and functional programming, its functional features are not fully developed. Mochi is a Python-like functional language that compiles to Python 3 and PyPy 3 bytecode. It can use Python libraries and can be used from Python.,Mochi adds functional features such as tail recursion optimization, no re-assignments in function definitions, persistent data structures, pattern matching, algebraic data types, a pipeline operator, better anonymous functions, Erlang-style actors, Lisp-style macros as well as many useful builtin functions.,This talk presents what Mochi is, how it works, and what you can do with it. Functional programming can help to solve certain kind of problems elegantly. Done right, functional programs can be easily tested and provide more confidence that you program is really doing what you want. Mochi could be another tool in your toolbox. Functional programming can expand your horizon and can be a lot of fun. Mochi offers easy access to this new world because you can leverage your existing Python knowledge and libraries whenever needed.,Slides",Mike Müller
Friday 24 July,How to GIS with Python,"Mapmatching,GIS,postgresql,bigdata,PostGIS","In this talk I will present some tools for working with Geographic Information Systems in Python.,Geographic information Systems are widely used for managing geographic (map) data. As an example I will present how to use Open Street Map data (http://openstreetmap.org/), in routing, traffic planning and estimation of pollution emission.,For the purpose of the project EcoSense (http://ecosense.au.dk), GPS data from users smartphones are mapped to OSM roads. The map matching algorithm is written in Python and uses data from the database PostgreSQL, with the PostGIS extension. ,One of the goals of the EcoSense project is to devise methods to improve the estimation of air quality in urban environments.",Anders Lehmann
Wednesday 22 July,How to build a spreadsheet with Python,"Beginners,demo,data,spreadsheet,data-science","Do you know how a spreadsheet works?  Can you imagine building one, from scratch, in Python?  This talk will be a whirlwind overview of how to do just that.  Based on the source code of Dirigible, a short-lived experiment in building a cloud-based Pythonic spreadsheet (now ,open-sourced,, for the curious).,We’ll start from scratch, with a simple data representation for a two-by-two grid, and then gradually build up the functionality of our spreadsheet:
- Cell objects, and the formula/value distinction
- Evaluating cells, from simple arithmetic up to an Excel-like dialect
- Building up the dependency graph, and the ensuing fun times with recursion (arg!)
- Integrating custom functions and user-defined code.,Showing and explaining code examples, and alternating with  live demos (don’t worry, I’ve done this before!),And it’s all in Python!  You’ll be surprised at how easy it turns out to be, when you go step-by-step, each building on the last… And I promise you’ll be at least a couple of  moderately mind-blowing moments :)",Harry Percival
Thursday 23 July,gitfs - building a filesystem in Python,"open-source,cpython,DevOps,pytest,concurrency,linux,fun,FOSS,low-level","gitfs is an open-source[1] filesystem which was designed to bring the full powers of Git to everyone, no matter how little they know about versioning. A user can mount any repository and all the his changes will be automatically converted into commits. gitfs will also expose the history of the branch you’re currently working on by simulating snapshots of every commit.,gitfs is useful in places where you want to keep track of all your files, but at the same time you don’t have the possibility of organizing everything into commits yourself. A FUSE filesystem for git repositories, with local cache.,In this talk we will take a look at some of the crucial aspects involved in building a reliable FUSE filesystem, the steps that we took in building gitfs, especially in handling the git objects (http://git-scm.com/book/en/v2/Git-Internals-Git-Objects), what testing methods we have used for it and also we will share the most important lessons learned while building it.,The prerequisites for this talk are:
A good understanding of how Git works
Basic understaning of Operating Systems concepts,[1] You can get the source here - https://github.com/PressLabs/gitfs; you cand find more details here - http://www.presslabs.com/gitfs/.",Vlad Temian
Monday 20 July,Getting started with Bokeh / Let's build an interactive data visualization for the web..in Python! ,"visualization,canvas,data-science,web,javascript,bigdata,django,bokeh,open-data,graphics,data,pandas,open-source","Slides: ,birdsarah.github.io/europython-2015-bokeh,As a web developer, I find myself being asked to make increasing numbers of data visualizations, interactive infographics, and more. d3.js is great, as are many other javascript toolkits that are out there. But if I can write more Python and less JavaScript… well, that makes me happy! ,Bokeh is a new Python library for interactive visualization. Its origins are in the data science community, but it has a lot to offer web developers. In this mini-tutorial, I’ll run through how to build a data visualization in Bokeh and how to hook it into your web application. This will be a real-world example, that was previously built in d3.js. ,Along the way, I’ll provide tips and tricks that I’ve discovered in my experience including how Bokeh works wonderfully with the iPython notebook which I use to prototype my visualizations, and many data science people use as their native way to explore data.,For those of you who already know a little Bokeh, I’ll be covering the new “actions framework” that lets you write JS callbacks in your python code so you can do lots of interactions all on the client side.",Sarah Bird
Monday 20 July,Getting more out of Matplotlib with GR,"visualization,OpenGL,python,Julia,html5,ipython,performance,PyPy","Python is well established in software development departments of research and industry, not least because of the proliferation of libraries such as ,SciPy, and ,Matplotlib,. However, when processing large amounts of data, in particular in combination with GUI toolkits (,Qt,) or three-dimensional visualizations (,OpenGL,), Python as an interpretative programming language seems to be reaching its limits. In particular, large amounts of data or the visualization of three-dimensional scenes may overwhelm the system.,This presentation shows how visualization applications with special performance requirements can be designed on the basis of ,Matplotlib, and ,GR,, a high-performance visualization library for Linux, OS X and Windows. The lecture focuses on the development of a new graphics backend for ,Matplotlib, based on the ,GR, framework. By combining the power of those libraries the responsiveness of animated visualization applications and their resulting frame rates can be improved significantly. This in turn allows the use of ,Matplotlib, in real-time environments, for example in the area of signal processing.,Using concrete examples, the presentation will demonstrate the benefits of the ,GR framework, as a companion module for ,Matplotlib,, both in ,Python, and ,Julia,. Based on selected applications, the suitability of the ,GR framework, will be highlighted especially in environments where time is critical. The system’s performance capabilities will be illustrated using demanding live applications. In addition, the special abilities of the ,GR framework, are emphasized in terms of interoperability with graphical user interfaces (,Qt/PySide,) and ,OpenGL,, which opens up new possibilities for existing ,Matplotlib, applications.",Josef Heinen
Monday 20 July,Frontera: open source large-scale web crawling framework,"distributed-systems,scrapy,hbase,webcrawling,kafka","In this talk I’m going to introduce Scrapinghub’s new open source framework ,Frontera,.  Frontera allows to build real-time distributed web crawlers and website focused ones. ,Offering:,Along with framework description I’ll demonstrate how to build a distributed crawler using ,Scrapy,, Kafka and HBase, and hopefully present some statistics of Spanish internet collected with newly built crawler.  Happy EuroPythoning!",Alexander Sibiryakov
Wednesday 22 July,From basic distance search to a complex multi criteria search,"web,haystacksearch,elasticsearch,django","This case study show how to start from a simple distance search on elasticsearch and haystack and implement a production ready search like airbnb. 
The talk will explain decay functions works with the different curves (linear, exponential, gauss) and how to send them with query scores to elasticsearch. With that you will be able to mix the distance, the price, the user activity, the number of picture and whatever you want.  ,Additionally I will show how to write a custom ElasticsearchSearchQuery and ElasticsearchSearchBackend because this is not yet supported by haybtacksearch.,All the code is available here https://github.com/JeLoueMonCampingCar/haystack-function-score-backend.git",Antonin Lacombe
Friday 24 July,"FOSS DOCS 101 (keep it simple, present!)","Best Practice,sphinxdocumentation,Sphinx,open-source,communication,documentation,community,FOSS","Does your open source project need better documentation? Do you wish that new users could get started with your software more easily? Do you feel that your code contribution workflow isn’t documented well enough, or that contributors are discouraged from documenting their code? How can you give your project docs the love they deserve?,This high-level talk aims to introduce the main principles of technical communication in the context of FOSS projects. It is intended for anyone who interacts with docs, whether your project is fresh off the dev environment or has been around since the dawn of Git. Topics include tone, style, process management, structure, and contribution workflow.",Mikey Ariel
Thursday 23 July,Faking It - The Art of Testing Using Verified Fakes,"Best Practice,Testing,AWS,tdd,api,linux,OpenStack,docker,cloud","Have you ever worried that your tests aren’t as good because they’re running against a fake or mock instead of the real thing?
Verified fakes solve this problem.
Verified fakes allow for simplified testing using fakes while still providing the assurance that code tested using a fake implementation will behave the same way when used with a real implementation.,The talk will begin with a case-study, demonstrating what it means to write a “verified fake” implementation of a public API.
I will show how to write tests that verify a fake implementation of a well defined API
and I will show how those same tests can be re-used to verify and test real implementations of the same API.",Richard Wall
Friday 24 July,External authentication for Django projects,"web,HTTP,sssd,django,authentication,Apache,FreeIPA","When applications get deployed in enterprise environment or in large organizations, they need to support user accounts and groups that are managed externally, in existing directory services like FreeIPA or Active Directory, or federated via protocols like SAML. While it is possible to  add support for these individual setups and protocols directly to application code or to Web frameworks or libraries, often it is better to delegate the authentication and identity operations to a frontend server and just assume that the application has to be able to consume results of the external authentication and identity lookups.,In this talk, we will look at Django Web framework and how with few small changes to the framework and to the application we can extend the functionality of existing RemoteUserMiddleware and RemoteUserBackend to consume users coming from enterprise identity management systems. We will focus on using proven OS-level components such as SSSD for Web applications, but will also show setup using federation.",Jan Pazdziora
Thursday 23 July,Extending and embedding Ansible with Python,"management,ansible,Tooling,configuration,DevOps","Video here,  :-)
,Slides here,Ansible , is the ,new cool kid in town, in the configuration management world. It is easy to learn, fast to setup and works great! In the first part of the talk, I will do a super-fast introduction to Ansible for the newcomers.,If you are a Pythonista, you can hack and leverage Ansible in many ways. In the second part of the talk, I will describe some options to extend and embed Ansible with Python:,Previous experience with Ansible is advised in order to get the most of this talk, but beginners to the tool will also get an overview of the capabilities of this kind of integration.",Alejandro Guirao Rodríguez
Monday 20 July,Everyone can do Data Science in Python,"data-science,analytics,scipy,machine-learning,pandas,sklearn","Data Science is a hot topic, and most data scientist use either Python or R to do their jobs as main scripting language. 
Being import.io data scientist for the last 2 years, all of them using Python, I’ve come across many different problems and needs on how to wrangle data, clean data, report on it and make predictions.
In this talk I will cover all main analytics and data science needs of a start-up using Python, numpy, pandas, and sklearn.  For every use case I will show snippets of code using IPython notebooks and run some of them as live demos. ",Ignacio Elola
Thursday 23 July,Easy FullStack Deployments ,"Pyramid,Buildout,fabric,DevOps,ansible,docker","During this talk we will discuss  how to manage your full stack development life cycle using python technologies plus Docker. ,We will cover from, the project creation (using Pyramid web framework), to maintaining a consistent deployment  infrastructure using buildout and docker containers. ,Slides: ,https://slides.com/aaguirre/deck/,Source Code: ,https://github.com/aaguirre/EuroPython2015Training,Docker container:  aaguirre/ep2015",Alvaro Aguirre
Friday 24 July,DumbDev -- eight rules for dumb development,"rules,community,software-design,best-practices,unit-testing,dumbdev,massage","So often, we’ve been encouraged to be smart in our development. “Work smarter not harder!” say the encouraging posters. But the desire to be smart, and be seen to be smart, is hurting. The design suffers, the code suffers, and it’s hard to recruit developers smart enough to cope with the problems caused.,In this talk, I’m proposing an alternative to being smart: ,DumbDev,. Let’s use our brains for enjoyable, interesting things, rather than wrestling with code written for smart developers.,So what do I mean by ,dumb,?,Well, I don’t mean ‘ignorant’. A clever person can be ignorant of some important information, and learn it. With ignorance, there is hope. I’m also not talking about its opposite, ‘stupidity’. This occurs when someone is given the information or advice, and chooses to ignore it. Dumb isn’t stupid. Nor is it silent, as in someone who can’t speak.,Instead, the picture I have is of one of the early computers: very small RAM, disk space measured in KB, and a woefully inadequate CPU. In other words, slow, with very little working memory and limited persistent storage. Hey, this describes my brain – and I realise that’s an asset! I will write better software if I take this into account.,Here’s the first ,DumbDev, rule, putting a sensible limit on complexity:,1. All diagrams must fit on a Noughts and Crosses (Tic-tac-toe) board,.,One central class/concept and up to eight things linked. Larger structures need to be subdivided.",Rob Collins
Thursday 23 July,Diversity: We are not done yet,"diversity,equality,community,social","The past few years, we have made large strides to welcome more diverse people into our community.  You see better gender ratios in attendance numbers at Python conferences, the billed speakers, the amount of women-centric programs.  We can see the benefits of outreach.  But we’re not done yet.,While a lot of the Python community embraces the importance of being diverse, we haven’t taken that mindset to our workplace.  From recruiting, we still hear, “sure, we wanted to recruit women, but we couldn’t find them” and “we only focus on quality here, not gender!”  Within company cultures, we hear “gender equality isn’t a problem here!” or “women don’t ask for a higher salary” and to “just lean in!”,This talk will recount the diversity efforts of the past few years and quantify the effects on the Python community.  But this talk will also address the not-so-low-hanging fruit; the  deeper-rooted problems that still plague the community from inside where we work.  And it will talk the audience through actionable items to improve one’s work place that welcomes more diversity.",Lynn Root
Tuesday 21 July,Dive into Scrapy,"python,scraping,scrapy,open-source","Scrapy is a fast high-level screen scraping and web crawling framework, used to crawl websites and extract structured data from their pages. It can be used for a wide range of purposes, from data mining to monitoring and automated testing.,In this talk some advanced techniques will be shown based on how Scrapy is used at Scrapinghub.,Goals:",Juan Riaza
Monday 20 July,Distributed Workflows with Flowy,"distributed-computing,AWS,workflow,SWF","This presentation introduces Flowy, a library for building and running distributed, asynchronous workflows built on top of different backends (such as Amazon’s SWF). Flowy deals away with the spaghetti code that often crops up from orchestrating complex workflows. It is ideal for applications that do multi-phased batch processing, media encoding, long-running tasks, and/or background processing.,We’ll start by discussing Flowy’s unique execution model and see how different execution topologies can be implemented on top of it. During the talk we’ll run and visualize workflows using a local backend. We’ll then take a look at what it takes to scale beyond a single machine by using an external service like SWF.",Sever Banesiu
Wednesday 22 July,Distributed locks with Python and Redis,"redis,twisted,concurrency","Traditional methods of coping with concurrent programming problems are well-known and described in literature. Many programming languages, including Python, contain in their standard libraries tools and primitives such as semaphores and can spawn threads or subprocesses.,However, in the face of increasing interest in service oriented architecture and building distributed systems, that span across many independent server nodes, emerges a need to adapt traditional solutions, so they can be applied in the new environment.,In this talk I will share my experiences gathered during building a modern contact center - highly concurrent system, which requires certain resources to be accessed exclusively by several self-contained components.",Sebastian Buczyński
Wednesday 22 July,Designing a scalable and distributed application,"web,management,flask,DevOps,automation,gevent,performance,technologies,configuration","One of the key aspect to keep in mind when developing a scalable application is its faculty to grow easily. But while we’re used to take advantage of scalable backend technologies such as mongodb or couchbase, ,scaling automatically our own application, core is usually another story.,In this talk I will ,explain and showcase, a distributed web application design based on ,consul, and ,uWSGI, and its consul plugin. This design will cover the key components of a distributed and scalable application:,Automatic service registration and discovery, will allow your application to grow itself automatically.,Health checking and service unregistration, will allow your application to be fault tolerant, highly available and to shrink itself automatically.,A ,distributed Key/Value storage, will allow you to (re)configure your distributed application nodes at once.,Multi-Datacenter awareness, will allow your application to scale around the world easily.,Slides of this talk are available here, !",Alexys Jacob
Friday 24 July,Demystifying Mixins with Django,"mixins,OOP,django","Mixins are a great way to keep an application decoupled. This talk is about building mixins and dissecting what’s behing the mixin “magic” and that, in fact, there is no magic involved at all. The main focus will be on Django framework while digging into mixins. When using Django class-based views, mixins feel very natural.,Goal,: by the end of this talk, every developer should be confident about creating his or her own custom mixins.,Prerequisites:,
 - basic understanding of OOP principles and their application in Python
 - Django web framework,Generally mixins in Python are pretty straight-forward, easy to create and use. Nevertheless a lot of developers stay away from them. I think attendees of this talk will be interested to learn that mixins are not that complex and their benefit is tremendous.",Ana Balica
Wednesday 22 July,Deja de pegarte con tus servicios; import lymph,"web,open-source,zookeeper,rabbitmq,framework,rpc,gevent,services,zeromq,events","¿Y si pudieras centrarte en la funcionalidad de tus
servicios en lugar de programar la integración entre ellos?,lymph es un framework con personalidad propia para escribir
servicios en Python que te permite hacer justo eso. Incluye
descubrimiento de servicios extensible,  comunicación vía
petición-respuesta, comunicación vía publicación-subscripción
extensible y gestión de procesos.,A medida que crecen nuestros equipos de desarrollo, nos alejamos
cada vez más de una arquitectura monolítica. Queremos empezar a
escribir servicios sin tener que preocuparnos de los requisitos de
infraestructura. Queremos desarrollar de forma rápida, centrándonos
en nuestro trabajo.,En esta charla os enseñaremos lo fácil que es desarrollar y
ejecutar servicios con lymph.,Echad un ojo a http://lymph.io. Esperamos vuestros pull requests.",Alejandro Castillo
Tuesday 21 July,Data-visualisation with Python and Javascript: crafting a data-viz toolchain for the web,"visualization,web,flask,javascript,matplotlib,d3,scrapy,pandas","To accompany an upcoming O’Reilly book ‘Data-visualisation with Python and Javascript: crafting a dataviz toolchain for the web’ (see ,here,) this talk aims to sketch out the toolchain by transforming some dry Wikipedia data (Nobel prize-winners) into a far more engaging and insightful web-visualisation. This transformative cycle uses Python big-hitters such as Scrapy, Pandas and Flask, the latter delivering data to Javascript’s D3.,While Python is fast becoming the goto language for data-processing/science, the visual fruits of that labour hit the wall of the web, where there is only one first-class language, Javascript. To develop a data-viz toolchain for the modern world, where web-presentation is increasingly mandated, making Python and Javascript play nicely is fundamental. This talk aims to show that the perceived wall between the two languages is actually a thin, permeable membrane and that, with a bare minimum of web-dev, one can get on with programming seamlessly in both.",Kyran Dale
Thursday 23 July,Data Structures with Python,education,"Data Structures is traditionally a “bogeyman” discipline in Computer Science courses and has a high degree of failure. In FATEC São José dos Campos we are adopting a hybrid approach, with C and Python languages. The failure rate decreased from 85% (2008) to 12% (2014). The talk will be extensively illustrated with code in C and Python, addressing the various concepts taught in this course: recursion, linked lists, queues, stacks, sorting algorithms.",Fernando Masanori Ashikaga
Thursday 23 July,Decorators demystified,"scopes,decorators,namespaces,closures","Do you know what happens every time you use the ,@, symbol in Python?,In this talk we will see the magic behind the ,syntactic sugar, of the decorators. To understand how they internally work we will see in detail Python’s ,scopes,, ,namespaces, and ,closures,, and finally we will manually apply our own handcrafted decorator.,This talk is an improved version (in English) of the talk I delivered at PyConES 2013 (the feedback was pretty positive): ,https://www.youtube.com/watch?v=d9-yTnJgcg4 ,Level:
Intermediate. Attendees must have previous knowledge of Python and should be somehow familiar with the ,’@’, notation to decorate a function.,The ,slides, of the talk can be downloaded from here: ,https://speakerdeck.com/pablito56/europython-2015-decorators-demystified",Pablo Enfedaque
Wednesday 22 July,Data Analysis and Map-Reduce with mongoDB and pymongo,"python,mongodb,pymongo,bigdata,analytics","The MongoDB aggregation framework provides a means to calculate aggregated values without having to use map-reduce. While map-reduce is powerful, it is often more difficult than necessary for many simple aggregation tasks, such as totaling or averaging field values.,See how to use the build-in data-aggregation-pipelines for averages, summation, grouping, reshaping. See how to work with documents, sub-documents, grouping by year, month, day, etc. ,This talk will give many (live) examples how to make the most of your data with pymongo with a few lines of code.,added 28/07/15:
iPython notebook & sample data can be found in ,this git",Alexander Hendorf
Friday 24 July,Continuous Deployment for webapps based on Django,"Best Practice,case study,deployment,Tooling,django","When you see users starting to use your feature, you feel very proud and fulfilled. So why feel this only once every few weeks, why not feel it every day? In this talk I will show how we changed our workflow to automate deployment of code changes to production every time a feature is ready - sometimes even few times per day. I will present how to successfully combine open-source tools like Git, Jenkins, Buildout, Fabric, uWSGI, and South, in order to simplify the process and make it more reliable. I will discuss challenges that we faced implementing this workflow in a real project based on Django and how we resolved them. During this talk you will gain the knowledge required to implement Continuous Deployment in your own project.",Wojciech Lichota
Thursday 23 July,Come to the Dark Side! We have a whole bunch of Cookiecutters!,"Best Practice,open-source,community,Cookiecutter,pytest,Jinja2,cross-platform,Kivy,Click,CLI","(This talk is intended for intermediate-level participants who have a basic understanding of the Python language and contains quotes from Darth Vader that some attendees may find hilarious),Writing a Python script from scratch is fairly easy and you get on with very little boilerplate code in general. However starting a new Python project can be tiring if you decide to stick to best practices and plan on submitting it to PyPI. It requires great diligence and occasionally gets pretty cumbersome if you start new tools on a regular basis.,Why not just use a template for it? Cookiecutter is a CLI tool written in pure Python that enables you to do so. Not only is it working for Python code, but also markdown formats and even other programming languages. We will talk about the ideas behind Cookiecutter and go over how you can create your very own template, so you and others can benefit from your experience.,I would like to briefly go into the technologies used and how you can get involved in the Cookiecutter GitHub project. There are already plenty of Cookiecutter templates, or Cookiecutters as we call them, available online. Most of them target Python projects, but others can be used to create C++, LaTeX or Javascript projects.,I will show you how to use Cookiecutter and highlight some of the amazing templates created by the community. More importantly we will create a Cookiecutter template from scratch using the example of a simple Kivy app and make use of advanced features such as post-gen hooks, copy-without-render and templates in context values.,Finally I will recommend resources on how to follow up on this talk and how to get in touch in case of any queries.,GitHub: ,https://github.com/hackebrot,Twitter: ,https://twitter.com/hackebrot,Blog: ,http://www.hackebrot.de/",Raphael Pierzina
Tuesday 21 July,Code Quality in Python - tools and reasons,"python,metrics,automation","Beginner’s guide to Python code quality. I’ll talk about the tools for code analysis, differences between them, extending them with new features and ways to running them automatically. In the end, I’ll talk about reasons behind all of these tools and try to convince you to using them in your projects (but if you are against it - I’ll gladly listen to your arguments).",Radosław Jan Ganczarek
Tuesday 21 July,Code is not text! How graph technologies can help us to understand our code better.,"Best Practice,visualization,code,graphdatabases,python,Programming,bigdata,futureofcoding","Today, we almost exclusively think of code in software projects as a collection of text files. The tools that we use (version control systems, IDEs, code analyzers) also use text as the primary storage format for code. In fact, the belief that “code is text” is so deeply ingrained in our heads that we never question its validity or even become aware of the fact that there are other ways to look at code.,In my talk I will explain why treating code as text is a very bad idea which actively holds back our understanding and creates a range of problems in large software projects. I will then show how we can overcome (some of) these problems by treating and storing code as data, and more specifically as a graph. I will show specific examples of how we can use this approach to improve our understanding of large code bases, increase code quality and automate certain aspects of software development.,Finally, I will outline my personal vision of the future of programming, which is a future where we no longer primarily interact with code bases using simple text editors. I will also give some ideas on how we might get to that future.,More information about me:",Andreas Dewes
Wednesday 22 July,CityBikes: bike sharing networks around the world,"visualization,data-science,nosql,flask,mongodb,redis,bigdata,fun,api,linux,internationalization,FOSS,open-source","CityBikes [1] started on 2010 as a FOSS alternative endpoint (and Android client) to gather information for Barcelona’s Bicing bike sharing service. Later evolved as an open API [2] providing bike sharing data of any (mostly) service worldwide.,Fast forward today and after some C&D letters, there’s support for more than 200 cities, more than 170M historical entries have been gathered for analysis (in approx. a year) and the CityBikes API is the main source for open bike share data worldwide. This talk will tour about how we got there with the help of python and the community [3].,PS: We have a realtime map, it is awesome [4].",Lluís Esquerda
Tuesday 21 July,Citizen Science: Tracking Aliens with Python!,"webGIS,postgresql,Plone,citizen-science","The talk discusses the challenges of implementing a Citizen Science Paradigm in a Python-centric platform, and the solutions devised for the System for observation and monitoring of Marine Alien Species, currently used by the italian Institute for Environmental Protection and Research (ISPRA). “Alien” Species means species introduced into a natural environment where they are not normally found.
Topics includes strategies for crowd-friendly forms, work-flow definition for collected data, choice of the best technologies for its components: app for android devices, web application for citizens and experts, webGIS for data browsing and web services for data exporting.",Alessio Siniscalchi
Monday 20 July,Can Rust make Python shine?,"performance,profiling,rust","Rust is a new programming language from Mozilla. It is fast, safe and beautiful. It is also a very good option when needing performance. In this talk we’re going to look at Rust and see what it offers and how we can leverage it as Python developers. And we’ll do it with a case study: a statistical profiler for Python.",Dmitry Trofimov
Wednesday 22 July,Building nice command line interfaces - a look beyond the stdlib,"docopt,Click,cliff,CLI","One of the problems programmers are most often faced with is the parsing and validation of command-line arguments. If you’re new to Python or programming in general, you might start by parsing sys.argv. Or perhaps you might’ve already come across standard library solutions such as getopt, optparse or argparse in the official documentation. 
While these modules are probably preferable to parsing sys.argv yourself, you might wonder if there are more satisfactory solutions outside of the standard library. Well, yes there are!,This talk will give you an overview of some popular alternatives to the standard library solutions (e.g. click, docopt and cliff), explain their basic concepts and differences and show how you can test your CLIs.",Patrick Mühlbauer
Tuesday 21 July,Building mobile APIs with services at Yelp,"Pyramid,distributed-systems,REST,pytest,services,docker,swagger","At Yelp, we ship code multiple times a day and have maintained this pace as our team has grown to 300+ and our codebase to several million lines of Python code. This talk explores the pain points we experienced along the ways, how our service-oriented architecture alleviates them, and the infrastructure we built to develop, test, and deploy in this highly-distributed environment. As a case study, we’ll be looking at the backend powering the new Yelp Business Owner Android and iOS apps.,At the start, most of the development at Yelp occurred in a single, monolithic web application, creatively named “yelp-main” (naming is hard!). As the company grew, our developers were spending increasing amounts of time trying to ship code. After recognizing this pain point, we started experimenting with a service oriented architecture to scale the development process, and so far it’s been a resounding success. Over the course of the last three years, we’ve gone from writing our first service to having over seventy production services. Along the way, we’ve dabbled with Docker containers, Pyramid, SQLAlchemy, uWSGI, gevent, and virtualenv in an effort to build the next-generation service platform for our engineers.",Stephan Jaensch
Thursday 23 July,Building a RESTful real-time analytics system with Pyramid,"highload,analytics,Pyramid,bigdata,real-time","CeleraOne tries to bring its vision to Big Data by developing a unique platform for real-time Big Data processing. The platform is capable of personalizing multi-channel user flows, right-in time targeting and analytics while seamlessly scaling to billions of page impression. It is currently tailored to the needs of content providers, but of course not limited to.,In the talk I would like to give insights on how we use Python in the architecture, which tools and technologies were chosen, and share experiences deploying and running the system in production.",Andrii Chaichenko
Thursday 23 July,Building a multi-purpose platform for bulk data using sqlalchemy,"SQLAlchemy,bigdata","At Blue Yonder, we’ve built a platform that can accept and process bulk amounts of data for multiple business domains (e.g. handling retail store location and sales data) using SQLAlchemy as a database abstraction layer.
We wanted to use as much of SQLAlchemy as possible, but we quickly found that the ORM (Object Relational Mapper) is not suitable for handling large amounts of data at once. At the same time, we did not want each team of developers working on individual business domains to have to handcraft their own SQL statements. To solve this problem, we built an application configuration that closely resembles an SQLAlchemy model, but also contains application-specific logic settings.,In this talk I will demonstrate:,an application architecture for multiple business domains,the structure of the domain configuration utilized in the generation of the SQLAlchemy model, SQLAlchemy core statements, and other application functionality,how the domain configuration is used throughout the application (consuming and parsing incoming data, storing it in a database and ensuring data quality)",Christian Trebing
Friday 24 July,Bringing PostgreSQL towards zero downtime migration with Python,"postgresql,psycopg,Database","Using an SQL database offers a bunch of advantages; first of all its maturity and that it is understood by almost every software developer. But it has at least one main disadvantage. As the data is structured, if you want to modify the structure, for example on a long-running project, you need a migration and therefore almost for sure, a downtime.,When you have to make a migration, to modify the structure of data for a small amount of records, it is so fast that it never gets problematic. But if you think to modify the structure of tables containing millions or billions of records, the time required to simply apply the structural change is problematic.,Here are some changes we are working on at orderbird to go towards zero downtime migrations using some of the latest improvements of PostgreSQL 9.4, mainly logical replication and mixing in a little magic of some python scripting with psycopg.,Slide also available on Scribd: ,https://www.scribd.com/doc/272917622/EuroPython-2015-Rigal-Bringing-Postgres-Towards-Zero-downtime-Migration",Matthieu Rigal
Monday 20 July,Brainwaves for Hackers 2.0,"visualization,biology,Health-Science,machine-learning","This talk is a sequel to “Brainwaves for Hackers” and illustrates some experiments you can do with a Neurosky Mindwave headset, a bluetooth enabled EEG device.,I’ll also talk some more about how to integrate the device with the IPython
Notebook for real time viewing and how to use the Mindwave with the Raspberry Pi.",Andreas Klostermann
